Individual,Site,Species,Latitude,Longitude,Elevation,Leaf area,Fresh mass,Dry mass,Stem volume,Stem mass,Height,Distance,Bottom m,Top m,DBH,DBH 2,DBH 3,Summer 2015 notes,Summer 2015 Route,Summer 2015 Date Sampled,%N,%C
ACESAC02_HF,HF,ACESAC,42.53892898,-72.17562198,,239.448,2.13,0.83,1.79,1.08,7.50,,,,6.25,,,,,,1.634038329,48.25867462
ACESAC05_HF,HF,ACESAC,42.46626198,-72.21797104,,240.11,1.95,0.75,0.54,0.54,18.50,,,,17.8,,,,,,1.934937477,47.73533249
ACESAC06_HF,HF,ACESAC,42.46627296,-72.21802301,,227.099,1.93,0.78,1.98,1.14,12.00,,,,7,7.7,,,,,1.699398279,48.19945908
ACESAC07_HF,HF,ACESAC,42.46615,-72.21795696,,290.444,2.64,1.01,0.98,0.61,7.25,,,,7.3,,,,,,1.844301343,48.53834152
ACESAC08_HF,HF,ACESAC,42.46615101,-72.21799602,,228.583,2.02,0.76,1.46,0.93,10.50,,,,8.2,,,,,,1.759538531,47.50047684
ACESAC10_HF,HF,ACESAC,42.52792102,-72.19250003,,276.318,2.22,0.84,0.79,0.45,7.53,,,,6,,,,,,2.150610209,49.26392365
ALNINC01_HF,HF,ALNINC,42.53886502,-72.17437299,,158.633,2.39,0.93,0.72,0.37,1.80,,,,1,,,,,,2.432710409,50.07162857
ALNINC02_HF,HF,ALNINC,42.53890098,-72.17455898,,242.578,3.72,1.39,1.05,0.53,2.50,,,,2.25,,,,,,2.638236046,49.7767334
ALNINC04_HF,HF,ALNINC,42.53739903,-72.17186898,,207.032,2.5,0.69,0.96,0.42,4.00,,,,2,2.75,1.25,,,,3.322099686,50.92548752
ALNINC05_HF,HF,ALNINC,42.52809503,-72.19377399,,290.534,4.03,1.39,1.44,0.76,2.50,,,,2.7,3.5,2.2,,,,3.19997406,49.42654037
ALNINC07_HF,HF,ALNINC,42.52846803,-72.18868098,,206.111,2.38,0.73,2.66,1.39,2.40,,,,2.5,1.6,,,,,2.488942862,48.9257164
ALNINC08_HF,HF,ALNINC,42.52836401,-72.18863497,,193.339,2.97,0.87,1.29,0.54,2.20,,,,1.2,,,,,,3.003665447,48.61175537
AMECAN01_HF,HF,AMECAN,42.46635804,-72.16223398,,75.198,0.69,0.22,2.73,1.92,0.50,,,,1,,,,,,2.0271492,48.32921982
AMECAN02_HF,HF,AMECAN,42.46579997,-72.16228201,,20.742,0.15,0.04,0.22,0.17,0.20,,,,1,,,,,,2.223665237,47.17485809
AMECAN03_HF,HF,AMECAN,42.46578396,-72.16225997,,14.358,0.1,0.03,0.14,0.09,0.20,,,,1,,,,,,2.227026224,46.63468933
AMECAN04_HF,HF,AMECAN,42.46199601,-72.16747502,,110.589,0.85,0.33,0.2,0.13,0.50,,,,1,,,,,,2.71689558,45.24703217
AMECAN05_HF,HF,AMECAN,42.46360802,-72.16306899,,55.677,0.37,0.15,0.19,0.13,0.20,,,,1,,,,,,1.939590454,47.90583801
AMECAN15_HF,HF,AMECAN,,,,83.092,0.79,0.3,0.7,0.43,0.40,,,,1,,,,,,2.656354904,48.14438629
AMELAE01_HF,HF,AMELAE,42.53659101,-72.17592699,,63.755,0.67,0.2,1.59,0.78,1.00,,,,1,,,,,,2.549692392,47.4612999
AMELAE02_HF,HF,AMELAE,42.53681296,-72.17577897,,182.488,2.14,0.73,0.47,0.55,1.80,,,,2.1,,,,,,2.102504253,48.00014877
AMELAE03_HF,HF,AMELAE,42.536819,-72.17587503,,274.5,3.29,1.09,1.06,0.61,4.00,,,,1.5,1.8,,,,,1.93887341,48.88796234
AMELAE11_HF,HF,AMELAE,42.53691204,-72.17617904,,250.099,2.34,0.79,0.43,0.28,2.00,,,,2,,,,,,2.088844061,47.56697464
AMELAE12_HF,HF,AMELAE,42.53689603,-72.17597997,,280.932,3.5,1.14,1.84,1.06,5.50,,,,3.3,,,,,,2.356146097,48.38165665
AMELAE13_HF,HF,AMELAE,42.53679704,-72.17603101,,190.864,2.14,0.73,0.33,0.61,2.50,,,,1.8,,,,,,2.529987812,49.10111618
AROMEL02_HF,HF,AROMEL,42.46657496,-72.16193098,,58.111,0.86,0.22,0.42,0.22,0.50,,,,1,,,,,,2.563307524,47.5817337
AROMEL03_HF,HF,AROMEL,42.46659399,-72.16178002,,37.615,0.55,0.12,0.45,0.22,0.40,,,,1,,,,,,2.48521328,47.17057419
AROMEL04_HF,HF,AROMEL,42.46582897,-72.16224999,,110.441,2.33,0.57,0.69,0.42,0.90,,,,1,,,,,,3.207069874,48.27163315
AROMEL06_HF,HF,AROMEL,42.46299103,-72.16359696,,68.476,1.08,0.25,0.91,0.57,0.20,,,,1,,,,,,3.37479496,47.70635605
AROMEL08_HF,HF,AROMEL,42.46370098,-72.16241302,,286.843,5.64,1.74,0.6,0.33,1.20,,,,1,,,,,,2.353056669,45.97199249
AROMEL11_HF,HF,AROMEL,42.463792,-72.16265501,,194.212,3.06,0.92,1.33,0.81,2.50,,,,1.1,1,,,,,2.166918278,47.78806686
BETALL10_HF,HF,BETALL,42.53681799,-72.17902503,,260.151,2.36,0.55,3.06,1.6,3.49,,,,7,,,,,,4.319714546,45.73018646
BETALL16_HF,HF,BETALL,42.537323,-72.17973498,,150.594,1.38,0.33,1.44,0.83,2.84,,,,13,,,,,,2.865850449,46.23198318
BETALL17_HF,HF,BETALL,42.53735804,-72.17987504,,222.37,2.16,0.63,1.63,0.93,2.34,,,,9.6,,,,,,2.959652424,46.20450592
BETALL18_HF,HF,BETALL,42.53733298,-72.17967798,,184.414,1.84,0.56,0.66,0.37,2.10,,,,4.3,,,,,,2.242072821,46.01323318
BETALL19_HF,HF,BETALL,42.53719199,-72.17968301,,208.162,2.02,0.55,1.16,0.58,1.49,,,,5.5,,,,,,2.424380779,46.39881516
BETALL20_HF,HF,BETALL,42.53709904,-72.179825,,224.492,2.12,0.52,2.41,1.38,1.05,,,,4.2,,,,,,2.639255285,45.38018799
BETALL21_HF,HF,BETALL,42.53707297,-72.17972299,,188.508,1.68,0.4,1.22,0.7,1.22,,,,3.5,,,,,,3.002215147,45.81472015
BETALL22_HF,HF,BETALL,42.536991,-72.17981997,,188.584,1.76,0.46,1.6,0.98,1.44,,,,6.7,,,,,,2.718388081,45.65085983
BETLEN04_HF,HF,BETLEN,42.53705604,-72.17981804,,187.434,1.37,0.36,1.14,0.63,1.40,,,,3.25,,,,,,2.616669655,47.3759346
BETLEN05_HF,HF,BETLEN,42.53710298,-72.17947899,,116.089,0.88,0.24,0.51,0.3,12.00,,,,8.5,,,,,,2.688756704,48.11897278
BETLEN06_HF,HF,BETLEN,42.53839103,-72.17945603,,272.599,2.31,0.78,1.1,0.56,8.50,,,,4.5,,,,,,2.50052309,49.41156769
BETLEN08_HF,HF,BETLEN,42.53856101,-72.17945301,,261.65,1.86,0.53,1.24,0.72,20.75,,,,11.3,,,,,,2.48957634,48.42408752
BETLEN10_HF,HF,BETLEN,42.53926601,-72.178977,,214.593,1.67,0.56,1.2,0.66,20.00,,,,12,,,,,,2.445852041,48.85346222
BETLEN11_HF,HF,BETLEN,42.53921203,-72.17906099,,253.741,2.06,0.71,1.58,0.68,14.25,,,,10.5,,,,,,2.78061986,47.9773674
BETPAP06_HF,HF,BETPAP,42.53681196,-72.17611098,,240.075,3.48,0.99,2.21,1.38,9.75,,,,6.5,,,,,,2.195128202,50.11785889
BETPAP08_HF,HF,BETPAP,42.53683602,-72.17596899,,257.975,4.04,1.24,3.03,1.55,6.50,,,,5,,,,,,2.480232716,49.40662766
BETPAP09_HF,HF,BETPAP,42.53685404,-72.17557303,,288.58,4.11,1.19,1.27,0.81,8.00,,,,4.5,,,,,,2.604366541,50.72706223
BETPAP13_HF,HF,BETPAP,42.53706903,-72.17557898,,304.042,4.62,1.26,0.97,0.73,8.50,,,,4,,,,,,2.581919909,48.29288483
BETPAP14_HF,HF,BETPAP,42.53703098,-72.17558501,,313.866,5.49,1.39,2.65,1.18,4.00,,,,4,,,,,,2.673125267,48.20022202
BETPAP15_HF,HF,BETPAP,42.53938797,-72.175352,,285.099,3.57,1.12,5.77,4.05,7.49,,,,9.4,,,,,,1.881418705,47.0825119
CORALT02_HF,HF,CORALT,,,,125.031,1.3,0.36,0.73,0.4,,,,,1,,,,,,2.261465311,45.30215454
CORALT10_HF,HF,CORALT,,,,173.741,1.53,0.45,0.38,0.31,1.30,,,,1,,,,,,1.611185193,44.774189
CORALT11_HF,HF,CORALT,,,,132.572,1.05,0.33,0.54,0.33,1.20,,,,1,,,,,,1.655460596,44.89468765
CORALT12_HF,HF,CORALT,,,,153.479,1.23,0.37,0.28,0.17,1.00,,,,1,,,,,,1.658371091,45.20316696
CORALT13_HF,HF,CORALT,,,,136.013,1.29,0.46,0.37,0.22,1.90,,,,1,,,,,,1.210388899,45.22094345
CORALT14_HF,HF,CORALT,,,,114.552,1.12,0.33,0.54,0.32,0.70,,,,1,,,,,,1.511611342,44.34325409
CORCOR01_HF,HF,CORCOR,42.49270999,-72.19498602,,316.404,2.27,0.77,0.96,0.5,1.50,,,,1,1,,,,,1.944244742,34.94711685
CORCOR06_HF,HF,CORCOR,42.47275,-72.16946698,,214.405,1.7,0.57,0.87,0.4,1.40,,,,1,1,,,,,2.508362055,48.61764526
CORCOR07_HF,HF,CORCOR,42.47303397,-72.16920496,,267.986,2.22,0.79,0.71,0.33,1.60,,,,1,,,,,,2.860642195,48.55934906
CORCOR08_HF,HF,CORCOR,42.47327303,-72.169126,,233.494,1.93,0.69,0.72,0.33,2.00,,,,1,1,1,,,,2.750686407,48.59108353
CORCOR09_HF,HF,CORCOR,42.47344502,-72.16895099,,171.504,1.61,0.61,1,0.58,2.10,,,,1,1,,,,,2.358239889,48.54636002
CORCOR10_HF,HF,CORCOR,42.47320999,-72.16839502,,194.164,1.69,0.64,0.74,0.43,1.90,,,,1.3,,,,,,2.446088314,48.31386566
FAGGRA02_HF,HF,FAGGRA,42.53684197,-72.179121,,236.454,1.43,0.52,1.31,0.85,1.18,,,,2.5,1.5,,,,,2.618942738,47.70043182
FAGGRA03_HF,HF,FAGGRA,42.536862,-72.17913098,,270.696,2.03,0.75,2.91,2.02,2.42,,,,6,,,,,,2.325170994,47.73727417
FAGGRA08_HF,HF,FAGGRA,42.53687499,-72.17908496,,237.18,1.65,0.58,1.87,1.33,2.29,,,,8,,,,,,2.48933959,47.46440887
FAGGRA09_HF,HF,FAGGRA,42.53760899,-72.17966398,,191.562,1.29,0.45,1.3,1.01,0.70,,,,3.3,,,,,,2.422856092,47.18852997
FAGGRA10_HF,HF,FAGGRA,42.53732602,-72.179537,,199.846,1.42,0.52,2.73,2.71,2.07,,,,6.3,,,,,,2.046210051,46.95327759
FAGGRA11_HF,HF,FAGGRA,42.537308,-72.17958603,,259.538,1.86,0.69,1.5,0.97,2.38,,,,8,3.9,,,,,2.111629963,47.15469742
FRAAME05_HF,HF,FRAAME,42.53709602,-72.17950003,,218.226,1.83,0.49,0.46,0.13,16.50,,,,12.2,,,,,,1.802213073,44.00250244
FRAAME06_HF,HF,FRAAME,42.53947799,-72.17553103,,559.233,5.1,1.94,1.36,0.54,12.00,,,,5.8,,,,,,2.225749493,43.85813141
FRAAME08_HF,HF,FRAAME,42.53672697,-72.177668,,250.097,1.71,0.61,1.32,0.62,6.25,,,,2.9,,,,,,2.417243481,45.76403046
FRAAME09_HF,HF,FRAAME,42.53772802,-72.17288797,,300.986,2.4,0.61,1.42,0.59,4.00,,,,2.25,,,,,,2.661219835,46.78158188
FRAAME12_HF,HF,FRAAME,42.54030797,-72.17270298,,280.368,2.44,0.64,1.8,1.15,6.50,,,,4,,,,,,2.782373667,47.16641235
FRAAME13_HF,HF,FRAAME,42.54036798,-72.17288696,,288.404,1.49,0.4,1.07,0.61,4.00,,,,1.7,,,,,,2.469879866,46.76470184
FRANIG01_HF,HF,FRANIG,42.54059404,-72.17255001,,271.512,3.42,0.73,1.81,0.82,8.55,,,,5.2,,,,,,3.689596176,46.70792389
FRANIG04_HF,HF,FRANIG,42.54045096,-72.17210703,,301.9,3.3,0.64,0.58,0.34,9.00,,,,6.5,,,,,,3.890736341,46.71618271
FRANIG06_HF,HF,FRANIG,42.54027201,-72.17190502,,228.347,2.46,0.5,1.66,0.69,6.50,,,,5,,,,,,3.864565611,47.35069656
FRANIG07_HF,HF,FRANIG,42.54035499,-72.17200401,,204.145,1.77,0.46,1.19,0.56,10.50,,,,4,,,,,,2.88999033,47.48239517
FRANIG08_HF,HF,FRANIG,42.54064199,-72.17213997,,211.99,2.8,0.69,2.35,1.17,7.00,,,,5.5,,,,,,3.311736345,46.67733765
FRANIG10_HF,HF,FRANIG,42.54067702,-72.171815,,221.589,2.4,0.6,2.43,1.11,12.50,,,,8.5,,,,,,3.420879364,46.46677399
HAMVIR07_HF,HF,HAMVIR,42.54067803,-72.17174099,,305.894,3.15,1.06,2.51,1.34,4.00,,,,3,,,,,,1.783855915,47.97997665
HAMVIR08_HF,HF,HAMVIR,42.53685102,-72.17888002,,252.177,2.64,0.61,1.08,0.66,2.00,,,,2,,,,,,2.451174974,46.45710754
HAMVIR09_HF,HF,HAMVIR,42.53704498,-72.17978602,,299.543,2.98,0.76,0.8,0.52,2.50,,,,2,,,,,,2.131229162,46.87605286
HAMVIR10_HF,HF,HAMVIR,42.53705897,-72.17978703,,245.67,2.55,0.57,0.93,0.57,3.50,,,,2,,,,,,1.873366594,46.31808472
HAMVIR11_HF,HF,HAMVIR,42.53699401,-72.17979399,,252.764,2.26,0.6,1.48,0.82,1.89,,,,3.9,3.6,2.3,,,,1.890645862,46.52837753
HAMVIR12_HF,HF,HAMVIR,42.53797797,-72.179494,,265.404,2.85,0.73,2.28,1.35,1.40,,,,7.3,,,,,,2.033782005,46.81144714
ILEMUC01_HF,HF,ILEMUC,42.53938001,-72.17534202,,137.867,1.47,0.57,1.35,0.85,4.25,,,,3.2,1.5,,,,,1.825821042,49.16009521
ILEMUC02_HF,HF,ILEMUC,42.53842204,-72.17949299,,161.22,1.45,0.56,0.9,0.63,7.34,,,,3.5,,,,,,2.328124523,50.36158371
ILEMUC03_HF,HF,ILEMUC,42.53696904,-72.17606303,,174.907,1.72,0.49,0.73,0.4,3.00,,,,2,,,,,,2.209220648,51.63713074
ILEMUC05_HF,HF,ILEMUC,42.53889503,-72.17444097,,96.517,1.32,0.55,3.04,1.61,2.50,,,,3,,,,,,1.633462906,50.42482376
ILEMUC06_HF,HF,ILEMUC,42.53879604,-72.17448598,,154.263,2.41,0.88,1.39,1.07,3.50,,,,2.6,1.6,1.5,,,,1.6465801,47.47481537
ILEMUC07_HF,HF,ILEMUC,42.53888899,-72.17466904,,143.392,1.98,0.73,0.85,0.53,2.50,,,,1.25,,,,,,2.109172821,51.49201965
ILEMUC09_HF,HF,ILEMUC,,,,126.006,1.16,0.41,4.92,2.53,2.00,,,,1.2,,,,,,1.723326564,50.40484238
KALANG05_HF,HF,KALANG,45.98894999,-74.00142596,,93.046,1.47,0.65,0.66,0.37,,,,,,,,,,,1.513112903,51.67762756
KALANG06_HF,HF,KALANG,42.46638101,-72.16225703,,35.919,0.44,0.13,0.31,0.21,0.40,,,,1,,,,,,2.791419983,52.9262619
KALANG07_HF,HF,KALANG,42.466409,-72.16225804,,45.731,0.5,0.15,1.27,0.73,0.50,,,,1,,,,,,3.329591036,53.84366226
KALANG09_HF,HF,KALANG,42.46658703,-72.16188404,,19.635,0.25,0.06,0.54,0.42,0.60,,,,1,,,,,,3.439980507,51.08095169
KALANG11_HF,HF,KALANG,42.46256799,-72.16386996,,38.714,0.51,0.16,0.57,0.34,0.60,,,,1,1,1,,,,2.227695227,53.59646988
KALANG12_HF,HF,KALANG,42.46266397,-72.16374298,,10.513,0.16,0.05,0.39,0.21,0.50,,,,1,1,,,,,3.174158812,52.24451065
KALANG14_HF,HF,KALANG,42.46547501,-72.16167399,,19.685,0.27,0.09,0.64,0.46,0.90,,,,1,,,,,,2.732986212,53.72132492
LONCAN01_HF,HF,LONCAN,42.50245001,-72.19989697,,107.234,0.86,0.27,0.12,0.07,2.30,,,,1.3,,,,,,1.567272782,46.31878281
LONCAN02_HF,HF,LONCAN,42.50302199,-72.19998398,,179.639,1.26,0.45,0.61,0.39,,,,,,,,,,,1.409125924,45.40343475
LONCAN04_HF,HF,LONCAN,42.50373697,-72.19985699,,68.554,0.61,0.18,0.12,0.05,,,,,,,,,,,1.548194766,46.05945206
LONCAN05_HF,HF,LONCAN,42.50450903,-72.19990997,,67.937,0.58,0.18,0.29,0.14,,,,,,,,,,,1.543171763,46.7317543
LONCAN06_HF,HF,LONCAN,42.50476803,-72.19996604,,171.414,1.64,0.52,0.25,0.18,,,,,,,,,,,1.801860929,46.11840439
LONCAN07_HF,HF,LONCAN,42.47293599,-72.16916196,,225.058,1.7,0.59,0.41,0.23,1.20,,,,1,,,,,,1.688868761,46.67712402
LYOLIG01_HF,HF,LYOLIG,42.53941496,-72.17539902,,168.529,2.16,0.75,2.19,1.32,2.60,,,,1.9,1,2,,,,2.236197948,49.87113953
LYOLIG05_HF,HF,LYOLIG,42.53886603,-72.17439897,,210.543,1.25,0.44,1.6,0.82,3.00,,,,1.5,,,,,,2.104744196,50.56946564
LYOLIG06_HF,HF,LYOLIG,42.53891297,-72.17445798,,80.654,1.58,0.56,1.44,0.63,2.00,,,,1.5,,,,,,1.749516964,50.00597763
LYOLIG07_HF,HF,LYOLIG,42.53882303,-72.17453401,,154.514,2.32,0.78,1.19,0.55,2.50,,,,3.5,,,,,,2.196120739,49.16388702
LYOLIG08_HF,HF,LYOLIG,42.538804,-72.17466703,,175.826,2.55,0.81,1.16,0.57,2.50,,,,1.75,,,,,,2.223405123,49.99268723
LYOLIG09_HF,HF,LYOLIG,42.53892596,-72.17477197,,198.624,3.16,0.97,1.96,0.85,3.00,,,,2.5,,,,,,2.323931456,48.31470108
LYOLIG10_HF,HF,LYOLIG,42.53903903,-72.17491102,,89.159,1.24,0.41,1.1,0.59,,,,,,,,,,,2.385505438,48.70483398
MYRGAL01.1_HF,HF,MYRGAL,,,,92.762,1.64,0.44,1.01,0.48,0.70,,,,1,,,,,,3.471769571,51.01757431
MYRGAL01.2_HF,HF,MYRGAL,,,,139.494,1.94,0.5,1.01,0.4,,,,,,,,,,,3.815717697,50.72406387
MYRGAL03_HF,HF,MYRGAL,42.46652199,-72.16211898,,105.865,1.43,0.32,0.7,0.3,0.60,,,,1,1,,,,,4.403170109,49.93722534
MYRGAL06_HF,HF,MYRGAL,42.46606098,-72.16242501,,84.861,1.03,0.28,0.51,0.28,0.70,,,,1,,,,,,3.751157522,50.0237999
MYRGAL09_HF,HF,MYRGAL,42.46580198,-72.16223197,,66.554,0.73,0.2,0.5,0.33,1.20,,,,1,,,,,,3.172079325,48.76380539
MYRGAL10_HF,HF,MYRGAL,,,,58.77,0.83,0.26,0.13,0.12,0.30,,,,1,,,,,,2.87153101,50.81995773
MYRGAL11_HF,HF,MYRGAL,,,,108.704,1.68,0.51,0.56,0.24,0.60,,,,1,,,,,,3.214956522,50.96614838
NYSSYL01_HF,HF,NYSSYL,42.540543,-72.17258203,,129.073,1.69,0.41,0.62,0.24,15.08,,,,17,,,,,,1.976266384,46.72917938
NYSSYL03_HF,HF,NYSSYL,42.54057996,-72.172506,,242.799,2.99,0.71,2.83,1.52,14.16,,,,9.1,,,,,,2.433681726,47.10266113
NYSSYL06_HF,HF,NYSSYL,42.54051601,-72.17249402,,117.896,1.3,0.29,0.33,0.19,10.59,,,,8.9,,,,,,2.305947065,46.67755508
NYSSYL08_HF,HF,NYSSYL,42.54052103,-72.17249603,,129.669,1.57,0.32,0.78,0.36,11.58,,,,9.4,,,,,,2.248521566,46.04404831
NYSSYL10_HF,HF,NYSSYL,42.53938302,-72.17538896,,227.096,2.58,0.63,2.84,1.84,15.08,,,,17.4,,,,,,1.846262693,46.05234528
NYSSYL13_HF,HF,NYSSYL,42.540443,-72.17265604,,204.443,2.13,0.48,1.06,0.98,5.00,,,,10.5,,,,,,2.009466887,46.52241516
POPGRA02_HF,HF,POPGRA,42.53263903,-72.18660797,,182.312,2.35,0.93,0.87,0.39,,,,,2.1,,,,,,3.022876024,49.55108261
POPGRA03_HF,HF,POPGRA,42.53037097,-72.18978999,,223.259,3.57,1.18,5.29,2.91,,,,,,,,,,,2.332564592,50.57196045
POPTRE01_HF,HF,POPTRE,42.53298797,-72.18656497,,231.044,3.1,1.1,0.98,0.39,,,,,2.5,,,,,,3.22441411,56.98085785
POPTRE02_HF,HF,POPTRE,42.52792044,-72.19414732,,291.563,6.07,2.28,1.25,0.52,5.75,,,,5.5,,,,,,2.431094646,45.00827026
POPTRE03_HF,HF,POPTRE,42.52792119,-72.1942262,,224.398,4.71,1.63,0.9,0.38,5.00,,,,6,,,,,,3.046844244,43.57683563
POPTRE08_HF,HF,POPTRE,42.53475797,-72.18900796,,229.682,3.69,1.55,2.59,1.27,6.50,,,,6,,,,,,1.964876175,49.26511765
POPTRE09_HF,HF,POPTRE,42.53466401,-72.18884703,,245.051,3.58,1.44,3.49,1.7,6.25,,,,3.5,,,,,,1.975384235,49.45170212
POPTRE10_HF,HF,POPTRE,42.53501303,-72.18948204,,188.14,2.92,1.28,1.44,0.76,6.00,,,,6,,,,,,2.259425879,49.56411743
PRUPEN04_HF,HF,PRUPEN,42.54032599,-72.17141703,,156.592,1.47,0.47,2.25,1.23,8.95,,,,7.5,,,,,,2.291281462,46.99559021
PRUPEN05_HF,HF,PRUPEN,42.52794399,-72.19402696,,243.68,3.23,1.19,2.01,1.05,3.75,,,,5.4,3.3,,,,,2.472475529,49.26036072
PRUPEN06_HF,HF,PRUPEN,42.52797601,-72.19408303,,112.443,1.52,0.53,1.23,0.54,2.11,,,,3.3,,,,,,3.601196051,48.58512115
PRUPEN07_HF,HF,PRUPEN,42.49609502,-72.20000996,,211.078,2.19,0.7,1.62,1,,,,,3.25,,,,,,2.286114931,47.52980804
PRUPEN08_HF,HF,PRUPEN,42.49604397,-72.19996504,,181.345,2.07,0.74,0.49,0.4,,,,,3.5,,,,,,2.278058767,48.02922058
PRUPEN09_HF,HF,PRUPEN,42.49601397,-72.19991902,,204.31,2.12,0.75,0.54,0.54,,,,,2.25,,,,,,2.566465855,49.70500183
QUEALB04_HF,HF,QUEALB,42.53796598,-72.17830804,,237.822,2.26,0.74,1.56,0.84,,,,,,,,,,,2.531682491,48.78381729
QUEALB08_HF,HF,QUEALB,42.53668799,-72.17593001,,288.288,3.65,1.12,0.53,0.45,14.75,,,,15,,,,,,2.773967266,49.14383698
QUEALB09_HF,HF,QUEALB,42.53662596,-72.175324,,280.19,2.65,1.06,1.52,1.02,3.70,,,,4,,,,,,2.348628283,46.99190903
QUEALB11_HF,HF,QUEALB,42.53705001,-72.175956,,321.478,3.36,1.04,6.24,1.48,12.50,,,,12,,,,,,2.584941626,49.04432678
QUEALB12_HF,HF,QUEALB,42.46583803,-72.218525,,290.74,3.01,1.15,3.26,1.92,20.25,,,,17,,,,,,2.271601677,48.81902695
QUEALB16_HF,HF,QUEALB,42.47310103,-72.16906901,,308.03,2.92,1.07,0.7,0.42,,,,,,,,,,,3.044150114,48.89342499
QUERUB15_HF,HF,QUERUB,42.53684599,-72.17583404,,314.84,4.27,1.43,3.6,2.14,8.00,,,,5,,,,,,4.147908688,87.92230225
QUERUB16_HF,HF,QUERUB,42.53663099,-72.17593504,,294.247,4.22,1.37,6.36,3.99,5.50,,,,3.25,,,,,,2.172255039,47.95192337
QUERUB17_HF,HF,QUERUB,42.536359,-72.17497196,,318.824,4.3,1.52,1.89,1.05,5.75,,,,3.25,,,,,,0.102546133,0
QUERUB20_HF,HF,QUERUB,42.49300503,-72.19216702,,261.734,1.8,1.02,0.57,0.46,20.50,,,,21.8,,,,,,2.167461157,49.62044907
QUERUB20.2_HF,HF,QUERUB,,,,286.697,3.06,1.1,1.99,1.15,,,,,,,,,,,0,0
QUERUB21_HF,HF,QUERUB,42.53291102,-72.18676899,,228.364,2.97,0.93,0.84,0.48,,3,,,,,,,,,2.461913109,48.47438812
QUERUB22_HF,HF,QUERUB,45.99624854,-74.00236113,,267.925,2.98,0.94,2.34,1.36,,4,,,,,,,,,2.481926441,47.12863922
QUERUB23_HF,HF,QUERUB,42.53013602,-72.18564598,,331.936,4.28,1.56,2.74,1.48,3.75,2.3,,,,,,,,,2.381759882,48.75193787
QUEVEL01_HF,HF,QUEVEL,42.53656897,-72.17589397,,247.474,,1.07,1.28,0.75,9.50,8.3,,,,,,,,,0.046629477,0
QUEVEL02_HF,HF,QUEVEL,42.536675,-72.17600101,,178.044,2.25,0.71,1.91,1.36,8.00,4.5,,,,,,,,,4.333220482,97.82620239
QUEVEL03_HF,HF,QUEVEL,42.53662798,-72.17593898,,310.394,3.88,1.12,0.93,0.83,9.50,7,,,,,,,,,2.56526804,48.94845963
QUEVEL05_HF,HF,QUEVEL,42.537107,-72.17610301,,216.201,3.04,0.69,0.39,0.13,14.50,9.5,14,,,,,,,,2.483369589,48.42616272
QUEVEL06_HF,HF,QUEVEL,42.46586803,-72.21859599,,216.64,2.7,0.94,0.9,0.61,17.00,21.7,,,,,,,,,2.049284935,48.87223053
QUEVEL09_HF,HF,QUEVEL,42.53648104,-72.17736097,,236.31,3.07,1,0.87,0.52,2.00,1.25,,,,,,,,,2.723025799,48.91296768
RHAFRA01_HF,HF,RHAFRA,42.466323,-72.162539,,199.379,2.37,0.54,1.3,0.41,2.10,1,1,,,,,,,,3.907124519,47.05502319
RHAFRA02_HF,HF,RHAFRA,42.46645804,-72.16251997,,231.984,2.31,0.5,2.04,0.87,4.00,,,,2.6,1.3,1.5,,,,3.952582836,46.29673386
RHAFRA12_HF,HF,RHAFRA,42.46360802,-72.16277897,,158.887,1.84,0.51,1.59,0.7,3.00,1,,,,,,,,,3.712387562,48.18034744
RHAFRA16_HF,HF,RHAFRA,42.46522699,-72.16190902,,227.04,3.14,0.77,1.46,0.66,2.20,,,,1.1,1.5,1,,,,3.877769232,47.22512436
RHAFRA17_HF,HF,RHAFRA,42.46523302,-72.16188001,,229.917,2.97,0.74,0.98,0.48,2.00,1,1,,,,,,,,2.813046694,46.98686981
RHAFRA18_HF,HF,RHAFRA,42.46514099,-72.16189804,,151.454,2.13,0.54,1.2,0.57,1.60,1.2,,,,,,,,,3.679952621,46.8162384
RHOPRI03_HF,HF,RHOPRI,42.53882898,-72.17457399,,103.926,1.35,0.45,0.99,0.48,3.50,2.25,,,,,,,,,1.937952161,48.86995697
RHOPRI04_HF,HF,RHOPRI,42.53942401,-72.175267,,179.2,2.45,0.73,1.88,0.92,1.80,,,,2.1,1.9,2.3,,,,2.011200905,47.63911438
RHOPRI05_HF,HF,RHOPRI,42.53938101,-72.17528896,,202.77,2.88,0.93,1.93,0.98,3.50,2.7,2.4,,,,,,,,2.059035063,47.2963295
RHOPRI06_HF,HF,RHOPRI,42.53687298,-72.17327404,,188.498,2.28,0.53,1.47,0.72,1.60,2,,,,,,,,,2.477170229,48.37162781
RHOPRI07_HF,HF,RHOPRI,42.53693098,-72.173282,,76.608,0.84,0.14,0.86,0.39,2.00,1.25,,,,,,,,,3.789300442,49.54267502
RHOPRI08_HF,HF,RHOPRI,42.53705001,-72.17327999,,117.904,1.42,0.37,0.9,0.42,3.00,1.75,,,,,,,,,2.31045866,47.59531403
SORAME03_HF,HF,SORAME,42.53746198,-72.17646302,,244.88,2.71,0.58,1.6,0.73,2.00,1,,,,,,,,,3.173479795,46.85252762
SORAME04_HF,HF,SORAME,42.53762601,-72.17647903,,178.696,1.73,0.36,0.66,0.3,2.00,1.25,,,,,,,,,2.940295935,46.91142654
